Evaluation

batch_size=10
bert=False
bert_frozen=True
char_cnn_filter_num=30
char_embeddings_dim=25
char_window_size=3
check_for_lowercase=True
clip_grad=5
cross_fold_id=-1
cross_folds_num=-1
data_io='connl-ner-2003'
dataset_sort=False
dev='data/targer/targer_dev.txt'
dropout_ratio=0.5
elmo=False
elmo_options_fn='embeddings/elmo_2x4096_512_2048cnn_2xhighway_5.5B_options.json'
elmo_weights_fn='/home/vika/targer/embeddings/elmo_2x4096_512_2048cnn_2xhighway_5.5B_weights.hdf5'
emb_delimiter=' '
emb_dim=100
emb_fn='embeddings/glove.6B.100d.txt'
emb_load_all=False
embedding_dim=768
epoch_num=1000
evaluator='f1-macro'
freeze_char_embeddings=False
freeze_word_embeddings=False
gpu=2
load=None
logname='targer-xlnet-base-capri-patence=100-rnn-hidden-dim=200-epochs=1000-lr_bert0.00005-frozen=TRUE.log'
lr=0.005
lr_bert=5e-05
lr_decay=0.05
min_epoch_num=50
model='BiRNN'
momentum=0.9
opt='adam'
path_to_bert='xlnet-base-cased'
patience=100
report_fn='targer-xlnet-base-capri-patence=100-rnn-hidden-dim=200-epochs=1000-lr_bert0.00005-frozen=TRUE.txt'
rnn_hidden_dim=200
rnn_type='LSTM'
save='targer-xlnet-base-capri-patence=100-rnn-hidden-dim=200-epochs=1000-lr_bert0.00005-frozen=TRUE.hdf5'
save_best=True
seed_num=42
special_bert=True
splitter=' '
test='data/targer/targer_test.txt'
train='data/targer/targer_train.txt'
verbose=True
word_len=20
word_seq_indexer=None
xlnet=True

         epoch  |     train loss | f1-macro-train |   f1-macro-dev |  f1-macro-test 
             54 |          70.02 |          67.92 |          62.54 |          66.24 
             55 |          74.03 |          69.85 |          62.09 |          65.78 
             56 |          74.11 |          71.63 |          65.04 |          67.60 
             57 |          72.11 |          70.23 |          63.23 |          67.48 
             58 |          70.46 |          70.84 |          63.89 |          67.85 
             59 |          75.00 |          73.52 |          65.43 |          69.59 
             60 |          72.35 |          72.21 |          64.80 |          69.35 
             61 |          69.42 |          72.86 |          66.27 |          70.48 
             62 |          73.02 |          71.60 |          64.91 |          69.45 
             63 |          67.99 |          72.77 |          66.01 |          70.09 
             64 |          66.27 |          73.62 |          65.30 |          69.20 
             65 |          68.55 |          71.41 |          63.52 |          67.39 
             66 |          67.92 |          73.34 |          65.42 |          69.92 
             67 |          67.96 |          70.95 |          63.05 |          67.39 
             68 |          72.54 |          74.66 |          65.51 |          70.30 
             69 |          67.50 |          73.33 |          64.58 |          68.64 
             70 |          69.90 |          71.84 |          64.27 |          69.60 
             71 |          72.32 |          73.13 |          64.99 |          69.67 
             72 |          67.79 |          74.09 |          65.64 |          70.86 
             73 |          70.68 |          74.39 |          65.80 |          70.24 
             74 |          68.83 |          74.70 |          66.70 |          70.86 
             75 |          65.07 |          73.59 |          65.92 |          69.00 
             76 |          68.48 |          73.79 |          65.47 |          69.87 
             77 |          67.82 |          73.11 |          65.46 |          69.05 
             78 |          66.74 |          73.05 |          65.61 |          69.10 
             79 |          63.20 |          73.85 |          66.05 |          70.24 
             80 |          68.47 |          74.38 |          65.97 |          69.41 
             81 |          65.27 |          75.28 |          67.39 |          71.06 
             82 |          69.17 |          75.04 |          66.23 |          69.69 
             83 |          62.18 |          74.88 |          67.25 |          69.90 
             84 |          66.96 |          75.79 |          66.53 |          69.95 
             85 |          66.47 |          74.92 |          65.32 |          69.05 
             86 |          73.43 |          75.75 |          65.61 |          70.18 
             87 |          71.63 |          75.67 |          65.53 |          70.60 
             88 |          63.18 |          75.24 |          66.69 |          70.40 
             89 |          70.64 |          76.58 |          67.31 |          71.57 
             90 |          68.08 |          75.87 |          67.28 |          71.57 
             91 |          67.12 |          76.30 |          66.81 |          71.68 
             92 |          69.70 |          75.58 |          65.61 |          69.67 
             93 |          59.74 |          76.04 |          66.71 |          70.83 
             94 |          66.75 |          76.84 |          66.39 |          71.53 
             95 |          62.61 |          76.33 |          66.29 |          71.43 
             96 |          67.07 |          76.71 |          67.10 |          70.86 
             97 |          62.38 |          76.52 |          65.47 |          70.29 
             98 |          64.06 |          77.17 |          66.82 |          69.99 
             99 |          64.23 |          76.28 |          65.84 |          69.49 
            100 |          64.14 |          77.27 |          67.25 |          70.97 
            101 |          62.40 |          76.57 |          67.90 |          70.68 
            102 |          61.69 |          76.40 |          66.03 |          69.88 
            103 |          64.45 |          77.01 |          67.03 |          70.86 
            104 |          64.86 |          76.36 |          68.13 |          71.36 
            105 |          65.41 |          78.43 |          68.68 |          72.15 
            106 |          63.87 |          77.53 |          68.11 |          71.91 
            107 |          57.81 |          77.13 |          67.02 |          71.06 
            108 |          63.15 |          77.56 |          67.56 |          71.63 
            109 |          63.35 |          77.64 |          68.52 |          71.98 
            110 |          62.33 |          77.54 |          66.88 |          70.94 
            111 |          63.50 |          77.35 |          67.35 |          71.23 
            112 |          63.55 |          78.13 |          67.26 |          71.29 
            113 |          66.76 |          78.20 |          68.08 |          71.62 
            114 |          66.94 |          77.99 |          67.53 |          70.82 
            115 |          65.83 |          78.02 |          67.16 |          72.08 
            116 |          64.81 |          78.49 |          67.79 |          70.56 
            117 |          58.24 |          78.50 |          67.47 |          72.02 
            118 |          66.38 |          76.32 |          66.30 |          70.57 
            119 |          64.33 |          77.36 |          67.34 |          71.69 
            120 |          57.71 |          78.10 |          66.50 |          71.29 
            121 |          63.92 |          78.41 |          67.08 |          70.98 
            122 |          66.18 |          77.30 |          66.34 |          70.54 
            123 |          58.69 |          77.66 |          67.54 |          71.04 
            124 |          60.89 |          78.43 |          67.31 |          71.28 
            125 |          59.22 |          78.99 |          67.87 |          71.46 
            126 |          56.83 |          78.80 |          68.10 |          71.19 
            127 |          66.06 |          79.07 |          68.09 |          71.81 
            128 |          60.73 |          79.60 |          67.68 |          71.88 
            129 |          57.02 |          78.30 |          67.86 |          71.86 
            130 |          62.30 |          79.15 |          67.79 |          71.65 
            131 |          63.51 |          79.59 |          67.66 |          71.93 
            132 |          62.02 |          79.85 |          68.11 |          71.59 
            133 |          61.15 |          80.07 |          68.60 |          71.89 
            134 |          58.76 |          78.88 |          66.63 |          71.18 
            135 |          67.68 |          79.47 |          67.51 |          72.00 
            136 |          56.65 |          79.94 |          67.87 |          71.67 
            137 |          64.80 |          80.16 |          67.67 |          72.53 
            138 |          62.72 |          80.40 |          68.19 |          72.40 
            139 |          65.14 |          80.18 |          68.47 |          72.41 
            140 |          55.25 |          79.64 |          67.91 |          71.70 
            141 |          53.58 |          78.96 |          67.39 |          71.54 
            142 |          61.12 |          79.60 |          67.59 |          72.31 
            143 |          58.07 |          79.45 |          67.91 |          71.73 
            144 |          57.23 |          80.13 |          68.19 |          72.05 
            145 |          55.57 |          80.11 |          67.49 |          71.49 
            146 |          58.34 |          80.12 |          67.30 |          71.63 
            147 |          57.57 |          79.54 |          67.11 |          72.44 
            148 |          55.84 |          79.55 |          67.52 |          72.65 
            149 |          57.35 |          80.34 |          68.01 |          73.24 
            150 |          58.14 |          78.91 |          66.41 |          71.91 
            151 |          56.46 |          80.37 |          68.20 |          72.98 
            152 |          59.47 |          79.99 |          67.90 |          72.70 
            153 |          55.05 |          80.43 |          67.97 |          72.40 
            154 |          55.36 |          80.44 |          67.98 |          72.98 
            155 |          57.93 |          80.51 |          67.91 |          72.34 
            156 |          58.29 |          80.07 |          66.36 |          71.61 
            157 |          62.99 |          80.49 |          67.82 |          72.38 
            158 |          53.17 |          80.68 |          68.49 |          72.76 
            159 |          57.05 |          80.08 |          68.23 |          72.74 
            160 |          54.54 |          80.72 |          68.33 |          72.46 
            161 |          55.47 |          80.42 |          67.77 |          71.64 
            162 |          66.11 |          80.50 |          67.59 |          72.63 
            163 |          58.70 |          80.27 |          68.66 |          72.60 
            164 |          61.00 |          80.32 |          67.83 |          72.30 
            165 |          51.94 |          80.72 |          67.99 |          72.65 
            166 |          59.48 |          80.64 |          67.95 |          71.94 
            167 |          59.12 |          81.02 |          67.93 |          72.64 
            168 |          61.98 |          81.51 |          68.06 |          72.56 
            169 |          58.97 |          81.16 |          67.96 |          73.12 
            170 |          53.82 |          80.95 |          68.43 |          72.75 
            171 |          60.90 |          80.98 |          68.73 |          72.28 
            172 |          61.79 |          81.49 |          68.57 |          72.10 
            173 |          54.69 |          81.75 |          68.25 |          72.20 
            174 |          59.23 |          81.76 |          68.10 |          71.88 
            175 |          54.52 |          80.91 |          68.54 |          72.23 
            176 |          57.91 |          81.59 |          68.86 |          72.87 
            177 |          56.76 |          81.17 |          67.65 |          72.92 
            178 |          62.67 |          81.53 |          68.42 |          72.83 
            179 |          57.69 |          81.49 |          68.77 |          72.64 
            180 |          56.40 |          82.02 |          68.87 |          73.18 
            181 |          56.47 |          81.85 |          69.68 |          73.40 
            182 |          55.34 |          81.52 |          68.65 |          72.95 
            183 |          57.44 |          82.12 |          69.32 |          73.91 
            184 |          50.05 |          82.22 |          69.80 |          73.62 
            185 |          54.92 |          82.05 |          68.75 |          73.69 
            186 |          56.30 |          81.87 |          68.21 |          73.43 
            187 |          54.51 |          82.24 |          69.06 |          72.79 
            188 |          52.26 |          81.92 |          69.42 |          73.76 
            189 |          54.94 |          81.98 |          68.70 |          73.20 
            190 |          51.34 |          82.09 |          68.30 |          72.82 
            191 |          55.74 |          82.75 |          68.88 |          73.22 
            192 |          52.15 |          82.09 |          68.51 |          73.12 
            193 |          54.40 |          81.87 |          68.44 |          73.08 
            194 |          54.59 |          81.92 |          68.41 |          73.44 
            195 |          54.29 |          82.75 |          69.95 |          73.04 
            196 |          63.70 |          83.06 |          69.19 |          73.27 
            197 |          57.63 |          82.32 |          69.35 |          73.25 
            198 |          54.31 |          82.78 |          69.34 |          73.63 
            199 |          56.71 |          82.27 |          69.09 |          73.32 
            200 |          55.70 |          82.24 |          68.46 |          73.37 
            201 |          52.82 |          82.53 |          68.37 |          73.69 
            202 |          57.86 |          82.72 |          68.36 |          73.61 
            203 |          55.37 |          83.00 |          68.86 |          73.25 
            204 |          58.61 |          83.25 |          69.03 |          73.82 
            205 |          55.17 |          82.35 |          68.88 |          73.33 
            206 |          51.16 |          82.52 |          68.25 |          73.50 
            207 |          54.32 |          82.26 |          68.22 |          72.97 
            208 |          48.08 |          82.49 |          68.86 |          73.02 
            209 |          55.64 |          83.20 |          69.55 |          73.70 
            210 |          54.51 |          82.83 |          69.29 |          73.54 
            211 |          56.29 |          83.55 |          69.55 |          73.70 
            212 |          56.93 |          83.02 |          69.15 |          73.45 
            213 |          48.14 |          82.57 |          69.09 |          73.54 
            214 |          53.38 |          83.05 |          69.44 |          73.52 
            215 |          53.06 |          82.97 |          68.65 |          73.03 
            216 |          52.33 |          82.95 |          69.51 |          73.49 
            217 |          49.16 |          82.73 |          69.34 |          73.53 
            218 |          51.92 |          83.39 |          68.90 |          73.72 
            219 |          57.93 |          83.33 |          68.88 |          73.34 
            220 |          57.82 |          83.82 |          69.17 |          73.54 
            221 |          51.81 |          83.70 |          69.24 |          74.20 
            222 |          53.25 |          82.30 |          68.44 |          73.39 
            223 |          53.66 |          83.47 |          69.71 |          73.99 
            224 |          51.79 |          82.89 |          69.61 |          73.60 
            225 |          51.39 |          82.55 |          68.60 |          73.35 
            226 |          54.60 |          83.09 |          68.48 |          72.83 
            227 |          50.62 |          83.44 |          69.56 |          73.74 
            228 |          57.93 |          83.54 |          69.04 |          73.74 
            229 |          51.82 |          83.64 |          69.10 |          74.01 
            230 |          55.27 |          83.60 |          68.97 |          73.25 
            231 |          51.50 |          82.87 |          68.85 |          73.50 
            232 |          53.66 |          83.71 |          68.98 |          74.06 
            233 |          53.84 |          83.54 |          68.81 |          73.18 
            234 |          56.14 |          83.83 |          69.08 |          73.54 
            235 |          51.38 |          83.75 |          68.70 |          73.63 
            236 |          48.39 |          83.24 |          68.89 |          73.27 
            237 |          52.44 |          83.50 |          68.97 |          73.69 
            238 |          50.09 |          83.99 |          68.72 |          73.10 
            239 |          52.27 |          83.30 |          69.00 |          73.28 
            240 |          56.15 |          83.69 |          69.47 |          73.90 
            241 |          52.92 |          84.14 |          69.24 |          73.06 
            242 |          53.50 |          83.57 |          69.19 |          73.64 
            243 |          54.66 |          83.42 |          69.16 |          73.55 
            244 |          57.00 |          84.26 |          69.64 |          74.10 
            245 |          48.15 |          84.04 |          69.55 |          73.34 
            246 |          51.38 |          84.03 |          68.85 |          72.88 
            247 |          55.77 |          84.05 |          69.28 |          73.62 
            248 |          46.59 |          83.86 |          68.64 |          72.60 
            249 |          54.80 |          84.34 |          69.29 |          73.33 
            250 |          56.24 |          83.93 |          69.22 |          73.62 
            251 |          51.85 |          84.50 |          69.33 |          73.89 
            252 |          49.93 |          83.85 |          68.95 |          73.92 
            253 |          51.78 |          84.50 |          69.60 |          74.19 
            254 |          57.93 |          84.42 |          68.57 |          73.98 
            255 |          50.70 |          84.18 |          69.12 |          74.20 
            256 |          56.20 |          84.53 |          69.15 |          73.91 
            257 |          50.43 |          84.22 |          69.46 |          74.02 
            258 |          55.79 |          84.65 |          69.18 |          73.15 
            259 |          53.36 |          84.45 |          69.23 |          73.47 
            260 |          53.11 |          84.16 |          69.10 |          73.45 
            261 |          52.55 |          84.16 |          68.86 |          73.05 
            262 |          49.73 |          84.33 |          68.77 |          73.11 
            263 |          50.04 |          84.07 |          68.36 |          73.42 
            264 |          54.63 |          84.53 |          69.07 |          73.88 
            265 |          49.41 |          84.68 |          69.70 |          74.06 
            266 |          52.50 |          84.26 |          69.16 |          73.58 
            267 |          42.79 |          84.62 |          69.19 |          74.08 
            268 |          50.66 |          84.58 |          68.55 |          74.02 
            269 |          52.19 |          84.77 |          69.36 |          74.09 
            270 |          50.66 |          83.71 |          68.49 |          73.87 
            271 |          47.99 |          84.10 |          68.69 |          73.45 
            272 |          50.39 |          84.46 |          68.80 |          73.69 
            273 |          46.07 |          84.24 |          69.25 |          73.78 
            274 |          49.96 |          84.48 |          70.02 |          75.45 
            275 |          49.03 |          84.77 |          69.75 |          74.47 
            276 |          50.33 |          84.38 |          68.92 |          74.63 
            277 |          53.40 |          84.62 |          68.87 |          74.23 
            278 |          46.25 |          84.82 |          69.04 |          74.38 
            279 |          56.25 |          85.15 |          68.65 |          73.84 
            280 |          48.27 |          84.95 |          69.96 |          74.29 
            281 |          51.82 |          84.41 |          68.91 |          73.89 
            282 |          49.24 |          84.86 |          69.39 |          74.16 
            283 |          49.68 |          85.05 |          69.79 |          74.82 
            284 |          52.16 |          84.70 |          69.35 |          74.16 
            285 |          49.68 |          84.71 |          69.34 |          73.42 
            286 |          51.72 |          84.51 |          69.33 |          73.84 
            287 |          53.41 |          85.02 |          68.77 |          73.96 
            288 |          54.12 |          85.30 |          69.06 |          74.63 
            289 |          45.94 |          84.30 |          69.34 |          74.30 
            290 |          42.57 |          84.26 |          69.25 |          74.51 
            291 |          53.48 |          85.01 |          69.53 |          74.13 
            292 |          48.39 |          84.65 |          69.60 |          74.22 
            293 |          49.11 |          84.90 |          69.54 |          74.49 
            294 |          48.65 |          85.09 |          68.98 |          74.22 
            295 |          50.83 |          84.88 |          69.27 |          74.48 
            296 |          44.92 |          84.59 |          69.15 |          74.49 
            297 |          48.95 |          85.20 |          69.99 |          74.65 
            298 |          50.39 |          84.66 |          69.65 |          74.57 
            299 |          50.94 |          84.91 |          69.46 |          74.34 
            300 |          48.31 |          85.28 |          69.12 |          73.90 
            301 |          48.39 |          85.31 |          69.68 |          74.23 
            302 |          51.74 |          85.45 |          69.35 |          74.14 
            303 |          53.48 |          85.69 |          69.92 |          74.63 
            304 |          49.42 |          85.65 |          69.47 |          74.44 
            305 |          48.36 |          85.40 |          69.60 |          74.21 
            306 |          50.93 |          85.54 |          69.04 |          74.43 
            307 |          48.76 |          85.39 |          69.50 |          73.95 
            308 |          45.67 |          85.39 |          68.97 |          74.00 
            309 |          49.28 |          85.18 |          68.98 |          73.60 
            310 |          53.19 |          85.15 |          69.35 |          73.86 
            311 |          49.32 |          85.56 |          69.73 |          74.03 
            312 |          49.27 |          85.82 |          69.11 |          73.96 
            313 |          49.31 |          85.76 |          69.38 |          74.28 
            314 |          50.57 |          85.37 |          69.13 |          73.94 
            315 |          48.12 |          85.27 |          69.00 |          74.51 
            316 |          47.94 |          85.49 |          68.90 |          74.34 
            317 |          53.15 |          85.51 |          69.87 |          74.17 
            318 |          47.87 |          85.08 |          68.60 |          73.21 
            319 |          54.73 |          85.78 |          68.90 |          74.43 
            320 |          48.86 |          85.41 |          69.08 |          73.94 
            321 |          50.17 |          85.17 |          68.59 |          73.74 
            322 |          48.74 |          85.54 |          69.48 |          74.24 
            323 |          49.90 |          85.29 |          68.98 |          73.80 
            324 |          48.55 |          85.78 |          68.99 |          73.56 
            325 |          50.85 |          85.88 |          68.60 |          73.48 
            326 |          50.09 |          85.63 |          69.10 |          74.09 
            327 |          55.54 |          85.34 |          68.93 |          73.41 
            328 |          53.30 |          85.58 |          69.55 |          73.70 
            329 |          48.50 |          85.42 |          69.41 |          73.48 
            330 |          50.31 |          85.36 |          69.74 |          73.88 
            331 |          49.78 |          85.92 |          69.53 |          74.46 
            332 |          51.85 |          85.88 |          69.36 |          74.12 
            333 |          51.69 |          85.74 |          69.60 |          74.22 
            334 |          49.48 |          85.56 |          68.74 |          74.43 
            335 |          44.38 |          85.77 |          69.57 |          74.51 
            336 |          49.25 |          85.92 |          69.46 |          74.73 
            337 |          43.58 |          85.67 |          68.82 |          74.28 
            338 |          52.61 |          86.06 |          69.71 |          74.64 
            339 |          52.13 |          86.19 |          69.13 |          74.72 
            340 |          53.54 |          86.33 |          69.73 |          74.48 
            341 |          42.53 |          86.01 |          69.90 |          74.74 
            342 |          50.45 |          86.52 |          69.18 |          74.68 
            343 |          47.15 |          86.02 |          69.26 |          74.88 
            344 |          50.58 |          86.30 |          69.21 |          75.07 
            345 |          53.59 |          86.39 |          69.80 |          74.94 
            346 |          47.74 |          85.85 |          69.18 |          74.51 
            347 |          50.57 |          85.89 |          70.17 |          74.70 
            348 |          48.17 |          86.23 |          69.96 |          74.94 
            349 |          45.80 |          85.83 |          69.46 |          74.82 
            350 |          53.67 |          86.30 |          69.62 |          74.45 
            351 |          52.12 |          86.02 |          69.45 |          74.14 
            352 |          48.52 |          86.42 |          69.72 |          74.41 
            353 |          46.61 |          86.23 |          69.50 |          74.39 
            354 |          45.29 |          86.32 |          69.17 |          74.34 
            355 |          51.79 |          86.21 |          69.84 |          74.79 
            356 |          47.27 |          86.20 |          69.36 |          74.57 
            357 |          52.98 |          86.49 |          69.21 |          74.86 
            358 |          49.58 |          86.12 |          69.28 |          74.52 
            359 |          51.66 |          86.54 |          69.11 |          74.82 
            360 |          50.57 |          85.83 |          69.38 |          75.11 
            361 |          49.21 |          86.07 |          69.91 |          74.98 
            362 |          46.37 |          86.10 |          69.69 |          74.79 
            363 |          46.78 |          86.39 |          69.46 |          74.79 
            364 |          47.36 |          86.21 |          69.44 |          74.87 
            365 |          52.42 |          86.45 |          69.32 |          74.45 
            366 |          48.15 |          86.28 |          69.55 |          74.53 
            367 |          48.70 |          86.23 |          69.58 |          74.64 
            368 |          48.07 |          86.37 |          69.72 |          74.75 
            369 |          42.52 |          86.06 |          68.83 |          74.22 
            370 |          49.32 |          86.26 |          69.58 |          74.81 
            371 |          49.47 |          86.38 |          69.37 |          74.71 
            372 |          52.48 |          86.66 |          69.86 |          74.81 
            373 |          45.60 |          86.21 |          68.95 |          74.17 
            374 |          47.40 |          86.22 |          68.75 |          73.54 
            375 |          46.61 |          86.30 |          69.23 |          74.16 
            376 |          47.68 |          85.90 |          69.32 |          73.91 
            377 |          50.34 |          86.40 |          69.18 |          73.58 
            378 |          48.86 |          86.39 |          69.16 |          73.72 
            379 |          46.55 |          86.54 |          68.96 |          73.59 
            380 |          46.87 |          86.10 |          69.46 |          74.19 
            381 |          50.24 |          86.35 |          69.68 |          74.37 
            382 |          51.74 |          86.29 |          69.51 |          74.02 
            383 |          51.60 |          86.42 |          69.48 |          74.46 
            384 |          50.36 |          86.76 |          69.66 |          74.83 
            385 |          49.88 |          86.61 |          69.79 |          74.86 
            386 |          45.75 |          86.83 |          69.78 |          74.86 
            387 |          46.50 |          86.49 |          69.75 |          74.78 
            388 |          48.23 |          86.17 |          69.74 |          74.53 
            389 |          48.73 |          86.86 |          69.81 |          75.31 
            390 |          43.89 |          86.75 |          69.41 |          75.17 
            391 |          45.12 |          86.79 |          69.17 |          74.75 
            392 |          46.58 |          86.55 |          69.07 |          74.60 
            393 |          50.04 |          86.89 |          69.31 |          74.42 
            394 |          47.08 |          86.79 |          69.05 |          73.76 
            395 |          50.55 |          86.63 |          68.97 |          74.30 
            396 |          49.59 |          86.69 |          69.45 |          74.12 
            397 |          47.01 |          86.81 |          69.68 |          74.51 
            398 |          47.63 |          86.86 |          69.69 |          74.35 
            399 |          46.41 |          86.97 |          69.64 |          74.43 
            400 |          49.05 |          87.06 |          69.71 |          74.81 
            401 |          48.26 |          87.20 |          69.80 |          74.87 
            402 |          47.32 |          87.12 |          68.88 |          74.96 
            403 |          48.27 |          86.79 |          69.98 |          74.73 
            404 |          47.65 |          86.82 |          69.58 |          74.41 
            405 |          46.70 |          86.75 |          69.62 |          74.31 
            406 |          47.71 |          86.90 |          69.65 |          75.04 
            407 |          46.06 |          86.71 |          69.12 |          74.57 
            408 |          49.64 |          86.71 |          69.66 |          75.06 
            409 |          48.70 |          86.76 |          69.56 |          75.07 
            410 |          48.92 |          87.06 |          69.65 |          74.85 
            411 |          47.33 |          87.07 |          69.38 |          74.75 
            412 |          48.02 |          87.12 |          69.85 |          74.73 
            413 |          43.68 |          87.24 |          70.32 |          74.77 
            414 |          43.26 |          86.78 |          69.85 |          74.95 
            415 |          48.30 |          86.99 |          70.29 |          74.89 
            416 |          47.59 |          87.25 |          70.41 |          74.98 
            417 |          50.24 |          86.94 |          69.64 |          74.46 
            418 |          51.56 |          87.18 |          70.26 |          74.79 
            419 |          43.10 |          86.90 |          69.60 |          74.80 
            420 |          41.55 |          86.94 |          69.69 |          74.99 
            421 |          46.62 |          87.31 |          69.91 |          75.28 
            422 |          45.05 |          87.32 |          69.44 |          75.24 
            423 |          48.24 |          87.35 |          69.43 |          74.65 
            424 |          48.34 |          87.22 |          69.14 |          74.69 
            425 |          44.30 |          86.94 |          69.44 |          74.60 
            426 |          45.64 |          87.09 |          69.89 |          74.72 
            427 |          48.39 |          86.86 |          69.18 |          74.59 
            428 |          49.03 |          87.02 |          69.20 |          74.82 
            429 |          46.08 |          86.82 |          69.31 |          74.39 
            430 |          48.47 |          86.72 |          69.52 |          74.60 
            431 |          46.50 |          86.67 |          69.27 |          74.70 
            432 |          44.50 |          86.76 |          69.53 |          74.52 
            433 |          42.85 |          87.10 |          69.05 |          74.66 
            434 |          46.20 |          86.87 |          69.68 |          74.36 
            435 |          47.69 |          87.04 |          69.31 |          74.74 
            436 |          41.42 |          87.20 |          69.23 |          74.31 
            437 |          50.20 |          87.23 |          69.37 |          74.95 
            438 |          45.31 |          87.36 |          69.11 |          74.80 
            439 |          50.37 |          87.19 |          68.99 |          74.23 
            440 |          45.53 |          87.31 |          69.26 |          74.71 
